respondent_state,investor_home_state,economic_sector,economic_subsector,summary_of_dispute,amount_claimed_raw,year,amount_claimed_musd,respondent_state_iso3,investor_home_state_iso3,sector_A,sector_B,sector_C,sector_D,sector_E,sector_F,sector_G,sector_H,sector_I,sector_J,sector_K,sector_L,sector_M,sector_N,sector_O
Morocco,Germany,C - Manufacturing,24 - Manufacture of basic metals,"Claims arising out of the Government’s alleged ban on the export of processed scrap metal to the EU and a ban on the import of certain steel, allegedly targeting the steel processing operations of the claimant’s local subsidiary in favour of a local competitor.",9.70 EUR (9.90 USD),2019,9.9,MAR,DEU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,Austria,"A - Agriculture, forestry and fishing","1 - Crop and animal production, hunting and related service activities","Claims arising out of a local bank’s non-payment of bank guarantees to the claimant, allegedly refusing to honour a commercial arbitration award in the claimant’s favour. According to the claimant, Agroinvestbank was involved as a guarantor in a transaction under a cotton purchase contract between the claimant’s company and a Tajik company, which had failed to deliver the purchased goods and to return money paid by the claimant.",11.60 USD,2019,11.6,TJK,AUT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,United States of America,F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s seizure of property acquired by the Royal Development Group and the suspension of construction works for the claimants’ “Meritage” real estate project on this property, as a result of claims that previous owners used it for criminal activity.",281.40 USD,2019,281.4,COL,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Macedonia,Ukraine,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government’s termination in March 2018 of the claimants’ concession for the exploitation of copper, gold and silver at the Kazandol deposit in southern Macedonia, allegedly related to environmental concerns.",380.00 EUR (423.30 USD),2019,423.3,MKD,UKR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,France,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",,Data not available,2019,,HRV,FRA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Austria,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government’s legislative changes of its renewable energy regime, including for offshore wind energy production, which allegedly caused the claimants to abandon their offshore wind projects.",Data not available,2019,,DEU,AUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Egypt,F - Construction,41 - Construction of buildings,,Data not available,2019,,KWT,EGY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",United Kingdom,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the alleged unilateral suspension by the state-owned Tanzania Electric Supply Company (Tanesco) in 2016 of a 15-year power purchase agreement purportedly signed in 2015 between Symbion Power Tanzania Limited and Tanesco.,Data not available,2019,,TZA,GBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Ukraine,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the alleged expropriation by the Russian Federation of the claimant’s electricity infrastructure facilities and transmission lines in Crimea.,432.92 EUR (491.90 USD),2019,491.9,RUS,UKR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Russian Federation,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s alleged confiscation of shares held by the claimant, a state-owned Russian company, in its Ukrainian subsidiary Prominvestbank and the ban of the subsidiary’s business operations with the parent company.",200.00 USD,2019,200.0,UKR,RUS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spain,Germany,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector.,Data not available,2019,,ESP,DEU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canada,United States of America,B - Mining and quarrying,5 - Mining of coal and lignite,"Claims arising out of the decision of Alberta’s provincial government in 2015 to phase out coal-fired power plants in the province by 2030. The government allegedly failed to compensate the claimant for the early closure of its coal mining operations, excluding it from a compensation scheme made available to three local coal mining operators.",470.00 CAD (357.30 USD),2019,357.3,CAN,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Netherlands,"B - Mining and quarrying;
Tertiary - D - Electricity, gas, steam and air conditioning supply","6 - Extraction of crude petroleum and natural gas;
35 - Electricity, gas, steam and air conditioning supply","Claims arising out of Venezuela’s alleged failure to comply with a 2012 settlement agreement of an earlier dispute with the claimants. The earlier dispute, discontinued in 2017, concerned the termination of claimants’ long-term contract with the national oil company PDVSA for gas compression and injection and gas supply in Venezuela, followed by the seizure of their assets under a nationalization decree.",Data not available,2019,,VEN,NLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,United States of America,C - Manufacturing,19 - Manufacture of coke and refined petroleum products,,141.30 USD,2019,141.3,ECU,USA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
China,United Kingdom,Data not available,Data not available,,Data not available,2019,,CHN,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Peru,J - Information and communication,61 - Telecommunications,"Claims arising out of the Government’s alleged seizure of the claimant’s telecommunications company, including the eviction of the company’s employees from the property and the company’s placement under the control of a court-appointed audit board, due to alleged connections to criminal wrongdoing by third parties. According to the claimant, the company was transferred to private owners connected to the Government and subsequently dismantled.",102.00 USD,2018,102.0,VEN,PER,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bulgaria,Malta,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of a series of alleged harmful measures taken by the Government in relation to the claimant’s solar power plant.,Data not available,2018,,BGR,MLT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Qatar,Jordan,"J - Information and communication;
Tertiary - J - Information and communication","59 - Motion picture, video and television programme production, sound recording and music publishing activities;
60 - Programming and broadcasting activities","Claims arising out of the Government’s alleged non-payment of the claimants’ services to create television shows. According to the claimants, the Government also subsequently seized the claimants’ assets in the country.",Data not available,2018,,QAT,JOR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Egypt,Saudi Arabia,Data not available,Data not available,,Data not available,2018,,EGY,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,United Arab Emirates,L - Real estate activities,68 - Real estate activities,"Claims arising out of the alleged refusal of the City of Prague to conclude a lease agreement with the claimant’s former Czech subsidiary, Alcor CZ.",483.00 CZK (22.60 USD),2018,22.6,CZE,ARE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mexico,United States of America,N - Administrative and support service activities,77 - Rental and leasing activities,"Claims arising out of the early termination of lease agreements by Petróleos Mexicanos (Pemex), a state-owned oil company, for five offshore oil drilling platforms owned by Oro Negro’s subsidiary which is controlled by the claimants.",700.00 USD,2018,700.0,MEX,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kuwait,Egypt,L - Real estate activities,68 - Real estate activities,Claims arising out of the Government’s alleged conduct preventing the claimant from taking ownership of land for a real estate development project under a joint venture investment agreement concluded by the claimant and a Kuwaiti national.,320.00 USD,2018,320.0,KWT,EGY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pakistan,Saudi Arabia,C - Manufacturing,24 - Manufacture of basic metals,,500.00 USD,2018,500.0,PAK,SAU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Cyprus,F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s alleged sequestration order placed on a land plot used by Băneasa Investments SA for commercial real estate development, and subsequent proceedings to seize the land relating to corruption charges.",200.00 USD,2018,200.0,ROU,CYP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Colombia,Canada,B - Mining and quarrying,7 - Mining of metal ores,Claims arising out of the Government’s alleged failure to address civil strikes and other disruptions to the claimant’s mining projects caused by illegal artisanal miners and a guerilla group.,700.00 USD,2018,700.0,COL,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",Italy,C - Manufacturing,20 - Manufacture of chemicals and chemical products,,Data not available,2018,,TZA,ITA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,"Korea, Republic of",L - Real estate activities,68 - Real estate activities,,Data not available,2018,,VNM,KOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rwanda,United States of America,B - Mining and quarrying,7 - Mining of metal ores,Claims arising out of the revocation by the Government of the claimants’ mining licences and the subsequent award of the mining concession to a different company.,95.00 USD,2018,95.0,RWA,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",Spain,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security","Claims arising out of the Government’s alleged failure to agree on the terms for transferring pension fund administration from BBVA Previsión AFP to a public entity, following the 2010 enactment of a law that nationalized the country’s pension fund sector.",118.50 USD,2018,118.5,BOL,ESP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Saudi Arabia,Qatar,J - Information and communication,60 - Programming and broadcasting activities,"Claims arising out of government authorities’ alleged measures to stop the claimant’s broadcasting operations in the country, after Saudi Arabia suspended diplomatic relations with Qatar in 2017. This allegedly included the non-renewal of the claimant’s Pay TV broadcasting licence and the denial of licences required by the claimant’s subsidiary.",1000.00 USD,2018,1000.0,SAU,QAT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Armenia,"United States of America;
United Arab Emirates","H - Transportation and storage;
Tertiary - F - Construction","49 - Land transport and transport via pipelines;
42 - Civil engineering",Claims arising out of the Government’s alleged breach of concession contracts granted to the claimants by turning to other companies for the implementation of the infrastructure projects.,150.00 USD,2018,150.0,ARM,ARE; USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Colombia,United States of America,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s allegedly disproportionate and discriminatory measures against Banco Granahorrar, including placing the bank under new management and its ultimate nationalization in 1998, as well as the Colombian Constitutional Court’s 2014 decision that no compensation was due to the claimants.",323.00 USD,2018,323.0,COL,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Colombia,United States of America,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s allegedly disproportionate and discriminatory measures against Banco Granahorrar, including placing the bank under new management and its ultimate nationalization in 1998, as well as the Colombian Constitutional Court’s 2014 decision that no compensation was due to the claimant.",40.00 USD,2018,40.0,COL,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Türkiye,Belgium,J - Information and communication,58 - Publishing activities,"Claims arising out of the Government’s measures in relation to the claimant’s newspaper distribution company, including charging the company’s general manager with terrorism and coup-plotting, seizing the company and placing it under State control.",120.00 EUR (142.40 USD),2018,142.4,TUR,BEL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kuwait,Switzerland,Data not available,Data not available,,Data not available,2018,,KWT,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
